SEMESTER,UT DAY,UT START TIME,UT END TIME,MJD START TIME,MJD END TIME,PROGRAM,OBSERVER
2001A,03-16,04:00:00.000,08:00:00.000,51984.166666666664,51984.333333333336,060,Miller
2001A,03-16,08:00:00.000,16:00:00.000,51984.333333333336,51984.666666666664,058,Clark
2001A,03-17,04:00:00.000,08:00:00.000,51985.166666666664,51985.333333333336,060,Miller
2001A,03-17,08:00:00.000,13:00:00.000,51985.333333333336,51985.541666666664,058,Clark
2001A,03-18,04:00:00.000,08:30:00.000,51986.166666666664,51986.354166666664,060,Miller
2001A,03-18,13:00:00.000,20:00:00.000,51986.541666666664,51986.833333333336,038,Novak
2001A,03-19,04:00:00.000,08:30:00.000,51987.166666666664,51987.354166666664,060,Miller
2001A,03-19,11:00:00.000,20:00:00.000,51987.458333333336,51987.833333333336,038,Novak
2001A,03-20,04:00:00.000,09:59:00.000,51988.166666666664,51988.415972222225,999,Engineering
2001A,03-20,11:00:00.000,20:00:00.000,51988.458333333336,51988.833333333336,038,Novak
2001A,03-21,04:00:00.000,09:59:00.000,51989.166666666664,51989.415972222225,999,Engineering
2001A,03-21,11:00:00.000,20:00:00.000,51989.458333333336,51989.833333333336,038,Novak
2001A,03-22,04:00:00.000,09:59:00.000,51990.166666666664,51990.415972222225,999,Engineering
2001A,03-22,09:59:00.000,16:00:00.000,51990.415972222225,51990.666666666664,034,Kelley
2001A,03-23,04:00:00.000,09:59:00.000,51991.166666666664,51991.415972222225,999,Engineering
2001A,03-23,09:59:00.000,16:00:00.000,51991.415972222225,51991.666666666664,034,Kelley
2001A,03-24,04:00:00.000,09:59:00.000,51992.166666666664,51992.415972222225,999,Engineering
2001A,03-24,09:59:00.000,16:00:00.000,51992.415972222225,51992.666666666664,034,Kelley
2001A,03-25,04:00:00.000,16:00:00.000,51993.166666666664,51993.666666666664,027,Bauer
2001A,03-26,04:00:00.000,16:00:00.000,51994.166666666664,51994.666666666664,027,Bauer
2001A,03-27,04:00:00.000,16:00:00.000,51995.166666666664,51995.666666666664,004,Binzel
2001A,03-28,04:00:00.000,16:00:00.000,51996.166666666664,51996.666666666664,004,Binzel
2001A,03-29,04:00:00.000,16:00:00.000,51997.166666666664,51997.666666666664,081,Turnshek
2001A,03-30,04:00:00.000,16:00:00.000,51998.166666666664,51998.666666666664,081,Turnshek
2001A,03-31,04:00:00.000,16:00:00.000,51999.166666666664,51999.666666666664,081,Turnshek
2001A,04-01,04:00:00.000,16:00:00.000,52000.166666666664,52000.666666666664,081,Turnshek
2001A,04-02,04:00:00.000,16:00:00.000,52001.166666666664,52001.666666666664,070,Joseph
2001A,04-03,04:00:00.000,16:00:00.000,52002.166666666664,52002.666666666664,070,Joseph
2001A,04-04,05:00:00.000,12:00:00.000,52003.208333333336,52003.5,070,Joseph
2001A,04-05,05:00:00.000,12:00:00.000,52004.208333333336,52004.5,070,Joseph
2001A,04-05,12:00:00.000,17:00:00.000,52004.5,52004.708333333336,084,Klassen
2001A,04-06,05:00:00.000,12:00:00.000,52005.208333333336,52005.5,070,Joseph
2001A,04-06,12:00:00.000,17:00:00.000,52005.5,52005.708333333336,084,Klassen
2001A,04-07,04:00:00.000,16:00:00.000,52006.166666666664,52006.666666666664,031,Imanishi
2001A,04-07,12:00:00.000,17:00:00.000,52006.5,52006.708333333336,084,Klassen
2001A,04-08,04:00:00.000,16:00:00.000,52007.166666666664,52007.666666666664,031,Imanishi
2001A,04-09,04:00:00.000,16:00:00.000,52008.166666666664,52008.666666666664,026,Stockton
2001A,04-10,04:00:00.000,16:00:00.000,52009.166666666664,52009.666666666664,026,Stockton
2001A,04-11,04:00:00.000,16:00:00.000,52010.166666666664,52010.666666666664,026,Stockton
2001A,04-12,04:00:00.000,16:00:00.000,52011.166666666664,52011.666666666664,026,Stockton
2001A,04-13,04:00:00.000,16:00:00.000,52012.166666666664,52012.666666666664,103,Gregg
2001A,04-14,04:00:00.000,16:00:00.000,52013.166666666664,52013.666666666664,103,Gregg
2001A,04-15,04:00:00.000,16:00:00.000,52014.166666666664,52014.666666666664,103,Gregg
2001A,04-16,04:00:00.000,16:00:00.000,52015.166666666664,52015.666666666664,103,Gregg
2001A,04-17,04:00:00.000,16:00:00.000,52016.166666666664,52016.666666666664,999,Engineering
2001A,04-18,04:00:00.000,09:59:00.000,52017.166666666664,52017.415972222225,999,Engineering
2001A,04-18,09:59:00.000,16:00:00.000,52017.415972222225,52017.666666666664,042,Krasnopolsky
2001A,04-19,04:00:00.000,09:59:00.000,52018.166666666664,52018.415972222225,999,Engineering
2001A,04-19,09:59:00.000,16:00:00.000,52018.415972222225,52018.666666666664,042,Krasnopolsky
2001A,04-20,04:00:00.000,16:00:00.000,52019.166666666664,52019.666666666664,054,Rodriguez-Ardila
2001A,04-21,04:00:00.000,16:00:00.000,52020.166666666664,52020.666666666664,054,Rodriguez-Ardila
2001A,04-22,04:00:00.000,16:00:00.000,52021.166666666664,52021.666666666664,054,Rodriguez-Ardila
2001A,04-23,04:00:00.000,16:00:00.000,52022.166666666664,52022.666666666664,054,Rodriguez-Ardila
2001A,04-24,04:00:00.000,16:00:00.000,52023.166666666664,52023.666666666664,035,Brotherton
2001A,04-25,04:00:00.000,16:00:00.000,52024.166666666664,52024.666666666664,035,Brotherton
2001A,04-26,04:00:00.000,16:00:00.000,52025.166666666664,52025.666666666664,035,Brotherton
2001A,04-27,04:00:00.000,16:00:00.000,52026.166666666664,52026.666666666664,035,Brotherton
2001A,04-28,04:00:00.000,09:59:00.000,52027.166666666664,52027.415972222225,014,Hardersen
2001A,04-28,09:59:00.000,16:00:00.000,52027.415972222225,52027.666666666664,101,Rivkin
2001A,04-29,04:00:00.000,09:59:00.000,52028.166666666664,52028.415972222225,014,Hardersen
2001A,04-29,09:59:00.000,16:00:00.000,52028.415972222225,52028.666666666664,101,Rivkin
2001A,04-30,04:00:00.000,09:59:00.000,52029.166666666664,52029.415972222225,014,Hardersen
2001A,04-30,09:59:00.000,16:00:00.000,52029.415972222225,52029.666666666664,101,Rivkin
2001A,05-01,05:00:00.000,16:00:00.000,52030.208333333336,52030.666666666664,014,Hardersen
2001A,05-01,21:00:00.000,05:00:00.000,52030.875,52030.208333333336,007,Orton
2001A,05-02,05:00:00.000,16:00:00.000,52031.208333333336,52031.666666666664,014,Hardersen
2001A,05-02,21:00:00.000,05:00:00.000,52031.875,52031.208333333336,007,Orton
2001A,05-03,05:00:00.000,16:00:00.000,52032.208333333336,52032.666666666664,014,Hardersen
2001A,05-03,21:00:00.000,05:00:00.000,52032.875,52032.208333333336,007,Orton
2001A,05-04,04:00:00.000,16:00:00.000,52033.166666666664,52033.666666666664,092,Cotera
2001A,05-05,04:00:00.000,16:00:00.000,52034.166666666664,52034.666666666664,092,Cotera
2001A,05-06,04:00:00.000,16:00:00.000,52035.166666666664,52035.666666666664,092,Cotera
2001A,05-07,05:00:00.000,14:00:00.000,52036.208333333336,52036.583333333336,003,Ford
2001A,05-08,05:00:00.000,14:00:00.000,52037.208333333336,52037.583333333336,003,Ford
2001A,05-08,14:00:00.000,17:00:00.000,52037.583333333336,52037.708333333336,065,Young
2001A,05-09,05:00:00.000,14:00:00.000,52038.208333333336,52038.583333333336,003,Ford
2001A,05-09,14:00:00.000,17:00:00.000,52038.583333333336,52038.708333333336,065,Young
2001A,05-10,05:00:00.000,14:00:00.000,52039.208333333336,52039.583333333336,003,Ford
2001A,05-10,14:00:00.000,17:00:00.000,52039.583333333336,52039.708333333336,065,Young
2001A,05-11,05:00:00.000,14:00:00.000,52040.208333333336,52040.583333333336,002,Reid
2001A,05-11,14:00:00.000,17:00:00.000,52040.583333333336,52040.708333333336,065,Young
2001A,05-12,05:00:00.000,14:00:00.000,52041.208333333336,52041.583333333336,002,Reid
2001A,05-12,14:00:00.000,17:00:00.000,52041.583333333336,52041.708333333336,065,Young
2001A,05-13,05:00:00.000,14:00:00.000,52042.208333333336,52042.583333333336,002,Reid
2001A,05-13,14:00:00.000,17:00:00.000,52042.583333333336,52042.708333333336,065,Young
2001A,05-14,04:00:00.000,16:00:00.000,52043.166666666664,52043.666666666664,002,Reid
2001A,05-14,14:00:00.000,17:00:00.000,52043.583333333336,52043.708333333336,065,Young
2001A,05-15,04:00:00.000,16:00:00.000,52044.166666666664,52044.666666666664,002,Reid
2001A,05-16,04:00:00.000,16:00:00.000,52045.166666666664,52045.666666666664,024,Alonso-Herrero
2001A,05-17,04:00:00.000,09:59:00.000,52046.166666666664,52046.415972222225,024,Alonso-Herrero
2001A,05-17,09:59:00.000,16:00:00.000,52046.415972222225,52046.666666666664,084,Klassen
2001A,05-18,04:00:00.000,09:59:00.000,52047.166666666664,52047.415972222225,024,Alonso-Herrero
2001A,05-18,09:59:00.000,16:00:00.000,52047.415972222225,52047.666666666664,084,Klassen
2001A,05-19,04:00:00.000,09:59:00.000,52048.166666666664,52048.415972222225,024,Alonso-Herrero
2001A,05-19,09:59:00.000,16:00:00.000,52048.415972222225,52048.666666666664,084,Klassen
2001A,05-20,04:00:00.000,16:00:00.000,52049.166666666664,52049.666666666664,015,Marion
2001A,05-21,04:00:00.000,16:00:00.000,52050.166666666664,52050.666666666664,015,Marion
2001A,05-22,04:00:00.000,16:00:00.000,52051.166666666664,52051.666666666664,048,Trilling
2001A,05-23,04:00:00.000,16:00:00.000,52052.166666666664,52052.666666666664,048,Trilling
2001A,05-24,04:00:00.000,16:00:00.000,52053.166666666664,52053.666666666664,048,Trilling
2001A,05-25,04:00:00.000,16:00:00.000,52054.166666666664,52054.666666666664,052,McCabe
2001A,05-26,04:00:00.000,16:00:00.000,52055.166666666664,52055.666666666664,052,McCabe
2001A,05-27,04:00:00.000,16:00:00.000,52056.166666666664,52056.666666666664,052,McCabe
2001A,05-28,05:00:00.000,11:00:00.000,52057.208333333336,52057.458333333336,999,Engineering
2001A,05-29,05:00:00.000,11:00:00.000,52058.208333333336,52058.458333333336,999,Engineering
2001A,05-29,11:00:00.000,17:00:00.000,52058.458333333336,52058.708333333336,067,Ousley
2001A,05-30,05:00:00.000,11:00:00.000,52059.208333333336,52059.458333333336,999,Engineering
2001A,05-30,11:00:00.000,17:00:00.000,52059.458333333336,52059.708333333336,067,Ousley
2001A,05-31,04:00:00.000,16:00:00.000,52060.166666666664,52060.666666666664,999,Engineering
2001A,05-31,11:00:00.000,17:00:00.000,52060.458333333336,52060.708333333336,067,Ousley
2001A,06-01,04:00:00.000,16:00:00.000,52061.166666666664,52061.666666666664,999,Engineering
2001A,06-02,04:00:00.000,16:00:00.000,52062.166666666664,52062.666666666664,082,Rayner
2001A,06-03,04:00:00.000,16:00:00.000,52063.166666666664,52063.666666666664,082,Rayner
2001A,06-04,04:00:00.000,16:00:00.000,52064.166666666664,52064.666666666664,082,Rayner
2001A,06-05,04:00:00.000,16:00:00.000,52065.166666666664,52065.666666666664,082,Rayner
2001A,06-06,04:00:00.000,16:00:00.000,52066.166666666664,52066.666666666664,033,Glenar
2001A,06-07,04:00:00.000,16:00:00.000,52067.166666666664,52067.666666666664,033,Glenar
2001A,06-08,04:00:00.000,16:00:00.000,52068.166666666664,52068.666666666664,033,Glenar
2001A,06-09,04:00:00.000,16:00:00.000,52069.166666666664,52069.666666666664,999,Engineering
2001A,06-10,04:00:00.000,16:00:00.000,52070.166666666664,52070.666666666664,078,Skillman
2001A,06-11,04:00:00.000,16:00:00.000,52071.166666666664,52071.666666666664,078,Skillman
2001A,06-12,04:00:00.000,16:00:00.000,52072.166666666664,52072.666666666664,102,Zhu
2001A,06-13,04:00:00.000,16:00:00.000,52073.166666666664,52073.666666666664,102,Zhu
2001A,06-14,04:00:00.000,16:00:00.000,52074.166666666664,52074.666666666664,102,Zhu
2001A,06-15,04:00:00.000,16:00:00.000,52075.166666666664,52075.666666666664,039,Blake
2001A,06-16,04:00:00.000,16:00:00.000,52076.166666666664,52076.666666666664,039,Blake
2001A,06-17,04:00:00.000,16:00:00.000,52077.166666666664,52077.666666666664,050,Richter
2001A,06-18,04:00:00.000,16:00:00.000,52078.166666666664,52078.666666666664,074,Lacy
2001A,06-19,04:00:00.000,16:00:00.000,52079.166666666664,52079.666666666664,027,Bauer
2001A,06-20,04:00:00.000,16:00:00.000,52080.166666666664,52080.666666666664,004,Binzel
2001A,06-21,04:00:00.000,16:00:00.000,52081.166666666664,52081.666666666664,004,Binzel
2001A,06-22,04:00:00.000,16:00:00.000,52082.166666666664,52082.666666666664,033,Glenar
2001A,06-23,04:00:00.000,16:00:00.000,52083.166666666664,52083.666666666664,033,Glenar
2001A,06-24,04:00:00.000,16:00:00.000,52084.166666666664,52084.666666666664,033,Glenar
2001A,06-25,04:00:00.000,16:00:00.000,52085.166666666664,52085.666666666664,043,Evans
2001A,06-26,04:00:00.000,16:00:00.000,52086.166666666664,52086.666666666664,043,Evans
2001A,06-27,04:00:00.000,16:00:00.000,52087.166666666664,52087.666666666664,043,Evans
2001A,06-28,04:00:00.000,16:00:00.000,52088.166666666664,52088.666666666664,037,Carr
2001A,06-29,04:00:00.000,16:00:00.000,52089.166666666664,52089.666666666664,037,Carr
2001A,06-30,04:00:00.000,16:00:00.000,52090.166666666664,52090.666666666664,020,Dinerstein
2001A,07-01,04:00:00.000,16:00:00.000,52091.166666666664,52091.666666666664,020,Dinerstein
2001A,07-02,04:00:00.000,16:00:00.000,52092.166666666664,52092.666666666664,073,Buie
2001A,07-03,04:00:00.000,16:00:00.000,52093.166666666664,52093.666666666664,073,Buie
2001A,07-04,04:00:00.000,16:00:00.000,52094.166666666664,52094.666666666664,073,Buie
2001A,07-05,04:00:00.000,16:00:00.000,52095.166666666664,52095.666666666664,073,Buie
2001A,07-06,04:00:00.000,16:00:00.000,52096.166666666664,52096.666666666664,073,Buie
2001A,07-07,04:00:00.000,16:00:00.000,52097.166666666664,52097.666666666664,073,Buie
2001A,07-08,04:00:00.000,16:00:00.000,52098.166666666664,52098.666666666664,019,Greene
2001A,07-09,04:00:00.000,16:00:00.000,52099.166666666664,52099.666666666664,019,Greene
2001A,07-10,04:00:00.000,16:00:00.000,52100.166666666664,52100.666666666664,019,Greene
2001A,07-11,04:00:00.000,16:00:00.000,52101.166666666664,52101.666666666664,083,Vacca
2001A,07-12,04:00:00.000,16:00:00.000,52102.166666666664,52102.666666666664,083,Vacca
2001A,07-13,04:00:00.000,09:59:00.000,52103.166666666664,52103.415972222225,033,Glenar
2001A,07-13,09:59:00.000,16:00:00.000,52103.415972222225,52103.666666666664,998,Mumma
2001A,07-14,04:00:00.000,09:59:00.000,52104.166666666664,52104.415972222225,033,Glenar
2001A,07-14,09:59:00.000,16:00:00.000,52104.415972222225,52104.666666666664,998,Mumma
2001A,07-15,04:00:00.000,07:00:00.000,52105.166666666664,52105.291666666664,999,Engineering
2001A,07-15,07:00:00.000,09:59:00.000,52105.291666666664,52105.415972222225,033,Glenar
2001A,07-15,09:59:00.000,16:00:00.000,52105.415972222225,52105.666666666664,998,Mumma
2001A,07-16,04:00:00.000,16:00:00.000,52106.166666666664,52106.666666666664,999,Engineering
2001A,07-17,04:00:00.000,16:00:00.000,52107.166666666664,52107.666666666664,093,Ressler
2001A,07-18,04:00:00.000,16:00:00.000,52108.166666666664,52108.666666666664,093,Ressler
2001A,07-19,04:00:00.000,16:00:00.000,52109.166666666664,52109.666666666664,093,Ressler
2001A,07-20,04:00:00.000,16:00:00.000,52110.166666666664,52110.666666666664,080,Gehrz
2001A,07-21,04:00:00.000,16:00:00.000,52111.166666666664,52111.666666666664,080,Gehrz
2001A,07-22,04:00:00.000,16:00:00.000,52112.166666666664,52112.666666666664,080,Gehrz
2001A,07-23,04:00:00.000,16:00:00.000,52113.166666666664,52113.666666666664,080,Gehrz
2001A,07-24,06:00:00.000,18:00:00.000,52114.25,52114.75,086,Carey
2001A,07-25,06:00:00.000,18:00:00.000,52115.25,52115.75,086,Carey
2001A,07-26,06:00:00.000,18:00:00.000,52116.25,52116.75,086,Carey
2001A,07-27,04:00:00.000,16:00:00.000,52117.166666666664,52117.666666666664,107,Forrest
2001A,07-28,04:00:00.000,16:00:00.000,52118.166666666664,52118.666666666664,107,Forrest
2001A,07-29,04:00:00.000,09:59:00.000,52119.166666666664,52119.415972222225,084,Klassen
2001A,07-29,09:59:00.000,16:00:00.000,52119.415972222225,52119.666666666664,011,Jones
2001A,07-30,04:00:00.000,09:59:00.000,52120.166666666664,52120.415972222225,084,Klassen
2001A,07-30,09:59:00.000,16:00:00.000,52120.415972222225,52120.666666666664,011,Jones
2001A,07-31,04:00:00.000,09:59:00.000,52121.166666666664,52121.415972222225,084,Klassen
2001A,07-31,09:59:00.000,16:00:00.000,52121.415972222225,52121.666666666664,011,Jones
2001B,08-01,04:00:00.000,16:00:00.000,52122.166666666664,52122.666666666664,999,Engineering
2001B,08-02,04:00:00.000,16:00:00.000,52123.166666666664,52123.666666666664,071,Kostiuk
2001B,08-03,04:00:00.000,16:00:00.000,52124.166666666664,52124.666666666664,071,Kostiuk
2001B,08-04,04:00:00.000,16:00:00.000,52125.166666666664,52125.666666666664,071,Kostiuk
2001B,08-05,04:00:00.000,09:59:00.000,52126.166666666664,52126.415972222225,998,Rettig
2001B,08-05,09:59:00.000,16:00:00.000,52126.415972222225,52126.666666666664,999,Engineering
2001B,08-06,04:00:00.000,09:59:00.000,52127.166666666664,52127.415972222225,998,Rettig
2001B,08-06,09:59:00.000,14:30:00.000,52127.415972222225,52127.604166666664,999,Engineering
2001B,08-06,19:30:00.000,20:00:00.000,52127.8125,52127.833333333336,001,Orton
2001B,08-07,04:00:00.000,16:00:00.000,52128.166666666664,52128.666666666664,072,Kelley
2001B,08-07,14:30:00.000,19:30:00.000,52128.604166666664,52128.8125,101,Rathbun
2001B,08-07,19:30:00.000,20:00:00.000,52128.8125,52128.833333333336,001,Orton
2001B,08-08,04:00:00.000,16:00:00.000,52129.166666666664,52129.666666666664,072,Kelley
2001B,08-09,04:00:00.000,09:59:00.000,52130.166666666664,52130.415972222225,998,Rettig
2001B,08-09,09:59:00.000,16:00:00.000,52130.415972222225,52130.666666666664,999,Engineering
2001B,08-10,04:00:00.000,09:59:00.000,52131.166666666664,52131.415972222225,998,Rettig
2001B,08-10,09:59:00.000,16:00:00.000,52131.415972222225,52131.666666666664,999,Engineering
2001B,08-11,04:00:00.000,09:59:00.000,52132.166666666664,52132.415972222225,109,Goto
2001B,08-11,09:59:00.000,16:00:00.000,52132.415972222225,52132.666666666664,067,Marion
2001B,08-12,04:00:00.000,09:59:00.000,52133.166666666664,52133.415972222225,109,Goto
2001B,08-12,09:59:00.000,16:00:00.000,52133.415972222225,52133.666666666664,067,Marion
2001B,08-13,04:00:00.000,16:00:00.000,52134.166666666664,52134.666666666664,111,Bus
2001B,08-14,04:00:00.000,16:00:00.000,52135.166666666664,52135.666666666664,111,Bus
2001B,08-15,04:00:00.000,16:00:00.000,52136.166666666664,52136.666666666664,079,Howell
2001B,08-16,04:00:00.000,16:00:00.000,52137.166666666664,52137.666666666664,079,Howell
2001B,08-17,04:00:00.000,16:00:00.000,52138.166666666664,52138.666666666664,036,Hammel
2001B,08-18,04:00:00.000,16:00:00.000,52139.166666666664,52139.666666666664,036,Hammel
2001B,08-19,04:00:00.000,16:00:00.000,52140.166666666664,52140.666666666664,036,Hammel
2001B,08-20,04:00:00.000,16:00:00.000,52141.166666666664,52141.666666666664,011,Sasselov
2001B,08-21,04:00:00.000,16:00:00.000,52142.166666666664,52142.666666666664,011,Sasselov
2001B,08-22,04:00:00.000,14:20:00.000,52143.166666666664,52143.59722222222,028,Binzel
2001B,08-23,04:00:00.000,16:00:00.000,52144.166666666664,52144.666666666664,028,Binzel
2001B,08-23,14:20:00.000,15:00:00.000,52144.59722222222,52144.625,101,Rathbun
2001B,08-24,04:00:00.000,16:00:00.000,52145.166666666664,52145.666666666664,053,Smith
2001B,08-25,04:00:00.000,16:00:00.000,52146.166666666664,52146.666666666664,053,Smith
2001B,08-26,04:00:00.000,16:00:00.000,52147.166666666664,52147.666666666664,083,Clayton
2001B,08-27,04:00:00.000,16:00:00.000,52148.166666666664,52148.666666666664,083,Clayton
2001B,08-28,04:00:00.000,07:00:00.000,52149.166666666664,52149.291666666664,999,Engineering
2001B,08-28,07:00:00.000,09:00:00.000,52149.291666666664,52149.375,994,Krasnopolsky
2001B,08-28,09:00:00.000,15:00:00.000,52149.375,52149.625,999,Engineering
2001B,08-29,04:00:00.000,07:00:00.000,52150.166666666664,52150.291666666664,999,Engineering
2001B,08-29,07:00:00.000,09:00:00.000,52150.291666666664,52150.375,994,Krasnopolsky
2001B,08-29,09:00:00.000,15:00:00.000,52150.375,52150.625,999,Engineering
2001B,08-29,15:00:00.000,15:30:00.000,52150.625,52150.645833333336,101,Rathbun
2001B,08-29,15:30:00.000,16:00:00.000,52150.645833333336,52150.666666666664,001,Orton
2001B,08-30,04:00:00.000,16:00:00.000,52151.166666666664,52151.666666666664,089,Rayner
2001B,08-30,15:00:00.000,15:30:00.000,52151.625,52151.645833333336,101,Rathbun
2001B,08-30,15:30:00.000,16:00:00.000,52151.645833333336,52151.666666666664,001,Orton
