SEMESTER,MJD START,MJD END,PROGRAM,PI
2016B,57660.427083333336,57660.677083333336,2016B003,Schneider
2016B,57661.177083333336,57661.225694444445,2016B052,Corlies
2016B,57661.225694444445,57661.427083333336,2016B093,Grunblatt
2016B,57661.427083333336,57661.677083333336,2016B003,Schneider
2016B,57662.177083333336,57662.677083333336,2016B998,iSHELL
2016B,57663.17013888889,57663.29513888889,2016B021,DeMeo
2016B,57663.29513888889,57663.67013888889,2016B034,Cartwright
2016B,57664.17013888889,57664.29513888889,2016B021,DeMeo
2016B,57664.29513888889,57664.37847222222,2016B029,Young
2016B,57664.37847222222,57664.67013888889,2016B021,DeMeo
2016B,57665.17013888889,57665.67013888889,2016B056,Gagne
2016B,57666.17013888889,57666.67013888889,2016B002,Hardersen
2016B,57667.17013888889,57667.29513888889,2016B999,Engineering
2016B,57667.29513888889,57667.54513888889,2016B082,Birkby
2016B,57667.54513888889,57667.67013888889,2016B049,Banzatti
2016B,57668.17013888889,57668.67013888889,2016B114,Gagliuffi
2016B,57669.17013888889,57669.25347222222,2016B999,Engineering
2016B,57669.25347222222,57669.586805555555,2016B034,Cartwright
2016B,57669.586805555555,57669.67013888889,2016B043,Sitko
2016B,57670.17013888889,57670.29513888889,2016B993,Chun
2016B,57670.29513888889,57670.42013888889,2016B999,Engineering
2016B,57670.42013888889,57670.67013888889,2016B057,Dressing
2016B,57671.17013888889,57671.29513888889,2016B999,Engineering
2016B,57671.29513888889,57671.54513888889,2016B041,Melin
2016B,57671.54513888889,57671.67013888889,2016B049,Banzatti
2016B,57672.17013888889,57672.29513888889,2016B999,Engineering
2016B,57672.29513888889,57672.54513888889,2016B041,Melin
2016B,57672.54513888889,57672.67013888889,2016B049,Banzatti
2016B,57673.17013888889,57673.38888888889,2016B093,Grunblatt
2016B,57673.38888888889,57673.67013888889,2016B112,Zhang
2016B,57674.17013888889,57674.38888888889,2016B093,Grunblatt
2016B,57674.38888888889,57674.67013888889,2016B112,Zhang
2016B,57675.17013888889,57675.31597222222,2016B048,Greco
2016B,57675.31597222222,57675.50347222222,2016B122,Thomas
2016B,57675.50347222222,57675.67013888889,2016B999,Engineering
2016B,57676.17013888889,57676.25347222222,2016B999,Engineering
2016B,57676.25347222222,57676.29513888889,2016B068,Delgado-Mena
2016B,57676.29513888889,57676.54513888889,2016B082,Birkby
2016B,57676.54513888889,57676.67013888889,2016B049,Banzatti
2016B,57677.17013888889,57677.399305555555,2016B107,Plavchan
2016B,57677.399305555555,57677.67013888889,2016B084,Connelley
2016B,57678.17013888889,57678.399305555555,2016B107,Plavchan
2016B,57678.399305555555,57678.67013888889,2016B084,Connelley
2016B,57679.17013888889,57679.67013888889,2016B046,Mullaney
2016B,57679.70138888889,57679.95138888889,2016B077,Orton
2016B,57680.17013888889,57680.67013888889,2016B046,Mullaney
2016B,57680.70138888889,57680.95138888889,2016B077,Orton
2016B,57681.17013888889,57681.54513888889,2016B046,Mullaney
2016B,57681.54513888889,57681.67013888889,2016B035,Howell
2016B,57682.17013888889,57682.25347222222,2016B999,Engineering
2016B,57682.25347222222,57682.67013888889,2016B034,Cartwright
2016B,57683.17013888889,57683.399305555555,2016B107,Plavchan
2016B,57683.399305555555,57683.67013888889,2016B084,Connelley
2016B,57684.17013888889,57684.399305555555,2016B107,Plavchan
2016B,57684.399305555555,57684.67013888889,2016B084,Connelley
2016B,57685.17013888889,57685.54513888889,2016B048,Greco
2016B,57685.54513888889,57685.67013888889,2016B035,Howell
2016B,57686.17013888889,57686.42013888889,2016B020,DeMeo
2016B,57686.42013888889,57686.67013888889,2016B096,Muzerolle
2016B,57687.17013888889,57687.42013888889,2016B057,Dressing
2016B,57687.42013888889,57687.67013888889,2016B096,Muzerolle
2016B,57688.17013888889,57688.42013888889,2016B057,Dressing
2016B,57688.42013888889,57688.67013888889,2016B096,Muzerolle
2016B,57689.17013888889,57689.42013888889,2016B087,Bus
2016B,57689.42013888889,57689.67013888889,2016B096,Muzerolle
2016B,57690.17013888889,57690.54513888889,2016B087,Bus
2016B,57690.54513888889,57690.67013888889,2016B035,Howell
2016B,57691.17013888889,57691.54513888889,2016B002,Hardersen
2016B,57691.54513888889,57691.67013888889,2016B072,Emery
2016B,57692.17013888889,57692.35763888889,2016B080,MacLennan
2016B,57692.35763888889,57692.67013888889,2016B056,Gagne
2016B,57693.17013888889,57693.67013888889,2016B116,Wong
2016B,57693.6875,57693.9375,2016B077,Orton
2016B,57694.17013888889,57694.510416666664,2016B999,Engineering
2016B,57694.510416666664,57694.67013888889,2016B035,Howell
2016B,57694.6875,57694.9375,2016B077,Orton
2016B,57695.17013888889,57695.67013888889,2016B059,Reddy
2016B,57696.17013888889,57696.23263888889,2016B999,Engineering
2016B,57696.23263888889,57696.48263888889,2016B082,Birkby
2016B,57696.48263888889,57696.56597222222,2016B068,Delgado-Mena
2016B,57696.56597222222,57696.67013888889,2016B999,Engineering
2016B,57697.17013888889,57697.274305555555,2016B029,Young
2016B,57697.274305555555,57697.42013888889,2016B999,Engineering
2016B,57697.42013888889,57697.67013888889,2016B056,Gagne
2016B,57698.17013888889,57698.42013888889,2016B107,Plavchan
2016B,57698.42013888889,57698.67013888889,2016B086,Karnath
2016B,57699.17013888889,57699.42013888889,2016B107,Plavchan
2016B,57699.42013888889,57699.67013888889,2016B086,Karnath
2016B,57700.17013888889,57700.42013888889,2016B123,Gaidos
2016B,57700.42013888889,57700.67013888889,2016B086,Karnath
2016B,57701.17013888889,57701.42013888889,2016B123,Gaidos
2016B,57701.42013888889,57701.67013888889,2016B086,Karnath
2016B,57702.17013888889,57702.42013888889,2016B995,Skinner
2016B,57702.42013888889,57702.67013888889,2016B996,Espaillat
2016B,57703.17013888889,57703.29513888889,2016B114,Gagliuffi
2016B,57703.29513888889,57703.67013888889,2016B122,Thomas
2016B,57704.17013888889,57704.44097222222,2016B999,Engineering
2016B,57704.44097222222,57704.524305555555,2016B043,Sitko
2016B,57704.524305555555,57704.67013888889,2016B035,Howell
2016B,57705.17013888889,57705.42013888889,2016B104,Takir
2016B,57705.42013888889,57705.67013888889,2016B072,Emery
2016B,57706.17013888889,57706.42013888889,2016B999,Engineering
2016B,57706.42013888889,57706.67013888889,2016B996,Espaillat
2016B,57707.17013888889,57707.42013888889,2016B041,Melin
2016B,57707.42013888889,57707.67013888889,2016B999,Engineering
2016B,57707.67013888889,57707.92013888889,2016B006,Bjoraker
2016B,57708.1875,57708.4375,2016B041,Melin
2016B,57708.4375,57708.583333333336,2016B999,Engineering
2016B,57708.583333333336,57708.6875,2016B055,Johnson
2016B,57709.17013888889,57709.524305555555,2016B085,Aller
2016B,57709.524305555555,57709.67013888889,2016B035,Howell
2016B,57710.17013888889,57710.42013888889,2016B082,Birkby
2016B,57710.42013888889,57710.67013888889,2016B065,Rayner
2016B,57710.67013888889,57710.92013888889,2016B006,Bjoraker
2016B,57711.17013888889,57711.42013888889,2016B019,Gordon
2016B,57711.42013888889,57711.67013888889,2016B057,Dressing
2016B,57712.17013888889,57712.42013888889,2016B999,Engineering
2016B,57712.42013888889,57712.67013888889,2016B112,Zhang
2016B,57713.17013888889,57713.67013888889,2016B076,Schlieder
2016B,57714.17013888889,57714.42013888889,2016B123,Gaidos
2016B,57714.42013888889,57714.67013888889,2016B065,Rayner
2016B,57715.17013888889,57715.42013888889,2016B123,Gaidos
2016B,57715.42013888889,57715.67013888889,2016B078,Hodapp
2016B,57716.17013888889,57716.67013888889,2016B112,Zhang
2016B,57717.17013888889,57717.67013888889,2016B112,Zhang
2016B,57718.17013888889,57718.67013888889,2016B112,Zhang
2016B,57719.177083333336,57719.34375,2016B085,Aller
2016B,57719.34375,57719.59375,2016B072,Emery
2016B,57719.59375,57719.677083333336,2016B102,Rathbun
2016B,57720.17013888889,57720.42013888889,2016B020,DeMeo
2016B,57720.42013888889,57720.67013888889,2016B087,Bus
2016B,57721.17013888889,57721.67013888889,2016B114,Gagliuffi
2016B,57721.67013888889,57721.92013888889,2016B006,Bjoraker
2016B,57722.211805555555,57722.461805555555,2016B082,Birkby
2016B,57722.461805555555,57722.586805555555,2016B999,Engineering
2016B,57722.586805555555,57722.711805555555,2016B055,Johnson
2016B,57723.17013888889,57723.67013888889,2016B079,Protopapa
2016B,57724.177083333336,57724.46875,2016B113,Yildiz
2016B,57724.46875,57724.604166666664,2016B999,Engineering
2016B,57724.604166666664,57724.854166666664,2016B006,Bjoraker
2016B,57725.177083333336,57725.677083333336,2016B059,Reddy
2016B,57726.177083333336,57726.677083333336,2016B067,Pajuelo
2016B,57727.177083333336,57727.427083333336,2016B022,Polishook
2016B,57727.427083333336,57727.625,2016B112,Zhang
2016B,57727.625,57727.677083333336,2016B015,Orton
2016B,57728.177083333336,57728.427083333336,2016B022,Polishook
2016B,57728.427083333336,57728.625,2016B112,Zhang
2016B,57728.625,57728.677083333336,2016B015,Orton
2016B,57729.177083333336,57729.427083333336,2016B022,Polishook
2016B,57729.427083333336,57729.677083333336,2016B112,Zhang
2016B,57730.177083333336,57730.461805555555,2016B036,Trang
2016B,57730.461805555555,57730.677083333336,2016B999,Engineering
2016B,57731.177083333336,57731.270833333336,2016B999,Engineering
2016B,57731.270833333336,57731.604166666664,2016B060,Reiter
2016B,57731.604166666664,57731.635416666664,2016B102,Rathbun
2016B,57731.635416666664,57731.677083333336,2016B015,Orton
2016B,57732.177083333336,57732.270833333336,2016B999,Engineering
2016B,57732.270833333336,57732.604166666664,2016B060,Reiter
2016B,57732.604166666664,57732.635416666664,2016B102,Rathbun
2016B,57732.635416666664,57732.677083333336,2016B015,Orton
2016B,57733.177083333336,57733.260416666664,2016B999,Engineering
2016B,57733.260416666664,57733.645833333336,2016B060,Reiter
2016B,57733.645833333336,57733.864583333336,2016B055,Johnson
2016B,57734.177083333336,57734.260416666664,2016B999,Engineering
2016B,57734.260416666664,57734.677083333336,2016B060,Reiter
2016B,57735.177083333336,57735.447916666664,2016B059,Reddy
2016B,57735.447916666664,57735.53125,2016B043,Sitko
2016B,57735.53125,57735.604166666664,2016B102,Rathbun
2016B,57735.604166666664,57735.854166666664,2016B006,Bjoraker
2016B,57736.177083333336,57736.427083333336,2016B082,Birkby
2016B,57736.427083333336,57736.677083333336,2016B999,Engineering
2016B,57737.1875,57737.395833333336,2016B033,Dahmer
2016B,57737.395833333336,57737.5625,2016B999,Engineering
2016B,57737.5625,57737.895833333336,2016B016,Sinclair
2016B,57738.1875,57738.541666666664,2016B033,Dahmer
2016B,57738.541666666664,57738.6875,2016B016,Sinclair
2016B,57738.6875,57738.895833333336,2016B024,Fletcher
2016B,57738.895833333336,57738.020833333336,2016B012,Encrenaz
2016B,57739.1875,57739.541666666664,2016B033,Dahmer
2016B,57739.541666666664,57739.895833333336,2016B024,Fletcher
2016B,57739.895833333336,57739.020833333336,2016B012,Encrenaz
2016B,57740.1875,57740.541666666664,2016B033,Dahmer
2016B,57740.541666666664,57740.8125,2016B053,Tsang
2016B,57741.1875,57741.541666666664,2016B117,Lucas
2016B,57741.541666666664,57741.895833333336,2016B040,Greathouse
2016B,57742.1875,57742.541666666664,2016B122,Thomas
2016B,57742.541666666664,57742.895833333336,2016B040,Greathouse
2016B,57743.1875,57743.354166666664,2016B030,Green
2016B,57743.354166666664,57743.583333333336,2016B002,Hardersen
2016B,57743.583333333336,57743.6875,2016B038,Landt
2016B,57744.041666666664,57744.229166666664,2016B012,Encrenaz
2016B,57744.229166666664,57744.333333333336,2016B030,Green
2016B,57744.333333333336,57744.5,2016B064,Wong
2016B,57744.5,57744.625,2016B002,Hardersen
2016B,57744.625,57744.645833333336,2016B102,Rathbun
2016B,57744.645833333336,57744.6875,2016B015,Orton
2016B,57745.041666666664,57745.229166666664,2016B012,Encrenaz
2016B,57745.229166666664,57745.333333333336,2016B030,Green
2016B,57745.333333333336,57745.5,2016B064,Wong
2016B,57745.5,57745.6875,2016B999,Engineering
2016B,57746.177083333336,57746.614583333336,2016B021,DeMeo
2016B,57746.614583333336,57746.635416666664,2016B102,Rathbun
2016B,57746.635416666664,57746.677083333336,2016B015,Orton
2016B,57749.177083333336,57749.604166666664,2016B106,Park
2016B,57749.604166666664,57749.854166666664,2016B006,Bjoraker
2016B,57750.177083333336,57750.59375,2016B027,Brittain
2016B,57750.59375,57750.84375,2016B055,Johnson
2016B,57751.177083333336,57751.415972222225,2016B002,Hardersen
2016B,57751.415972222225,57751.604166666664,2016B075,Fonfria
2016B,57751.604166666664,57751.854166666664,2016B006,Bjoraker
2016B,57751.958333333336,57751.208333333336,2016B062,Dello
2016B,57752.208333333336,57752.572916666664,2016B027,Brittain
2016B,57752.572916666664,57752.677083333336,2016B038,Landt
2016B,57752.958333333336,57752.208333333336,2016B062,Dello
2016B,57753.2083309221,57753.604159674076,2016B106,Park
2016B,57753.604159674076,57753.635409312395,2016B102,Rathbun
2016B,57753.635409312395,57753.67707549681,2016B015,Orton
2016B,57755.1875,57755.520833333336,2016B058,Liu
2016B,57755.520833333336,57755.625,2016B999,Engineering
2016B,57755.625,57755.645833333336,2016B102,Rathbun
2016B,57755.645833333336,57755.6875,2016B015,Orton
2016B,57755.916666666664,57755.25,2016B092,Villanueva
2016B,57756.25,57756.625,2016B087,Bus
2016B,57756.625,57756.645833333336,2016B102,Rathbun
2016B,57756.645833333336,57756.6875,2016B015,Orton
2016B,57756.916666666664,57756.083333333336,2016B103,Lee
2016B,57757.1875,57757.458333333336,2016B104,Takir
2016B,57757.458333333336,57757.6875,2016B059,Reddy
2016B,57757.916666666664,57757.083333333336,2016B103,Lee
2016B,57758.1875,57758.53125,2016B058,Liu
2016B,57758.53125,57758.604166666664,2016B102,Rathbun
2016B,57758.604166666664,57758.6875,2016B015,Orton
2016B,57758.958333333336,57758.208333333336,2016B062,Dello
2016B,57759.208333333336,57759.333333333336,2016B091,Malo
2016B,57759.333333333336,57759.572916666664,2016B106,Park
2016B,57759.572916666664,57759.6875,2016B038,Landt
2016B,57759.958333333336,57759.208333333336,2016B062,Dello
2016B,57760.208333333336,57760.291666666664,2016B091,Malo
2016B,57760.291666666664,57760.458333333336,2016B086,Karnath
2016B,57760.458333333336,57760.708333333336,2016B050,Kita
2016B,57760.958333333336,57760.208333333336,2016B062,Dello
2016B,57761.208333333336,57761.458333333336,2016B078,Hodapp
2016B,57761.458333333336,57761.708333333336,2016B050,Kita
2016B,57762.208333333336,57762.291666666664,2016B091,Malo
2016B,57762.291666666664,57762.458333333336,2016B086,Karnath
2016B,57762.458333333336,57762.708333333336,2016B050,Kita
2016B,57762.916666666664,57762.25,2016B092,Villanueva
2016B,57763.25,57763.333333333336,2016B043,Sitko
2016B,57763.333333333336,57763.666666666664,2016B066,Benecchi
2016B,57764.208333333336,57764.291666666664,2016B091,Malo
2016B,57764.291666666664,57764.458333333336,2016B086,Karnath
2016B,57764.458333333336,57764.708333333336,2016B050,Kita
2016B,57765.1875,57765.4375,2016B076,Schlieder
2016B,57765.4375,57765.604166666664,2016B992,Lisse
2016B,57765.604166666664,57765.6875,2016B102,Rathbun
2016B,57766.1875,57766.6875,2016B097,Lisse
2016B,57767.166666666664,57767.375,2016B004,Esplin
2016B,57767.375,57767.5625,2016B999,Engineering
2016B,57767.5625,57767.8125,2016B040,Greathouse
2016B,57767.895833333336,57767.0625,2016B103,Lee
2016B,57768.166666666664,57768.458333333336,2016B004,Esplin
2016B,57768.458333333336,57768.8125,2016B040,Greathouse
2016B,57768.895833333336,57768.0625,2016B103,Lee
2016B,57769.166666666664,57769.458333333336,2016B081,Mazur
2016B,57769.458333333336,57769.770833333336,2016B040,Greathouse
2016B,57769.770833333336,57769.8125,2016B024,Fletcher
2016B,57770.166666666664,57770.458333333336,2016B081,Mazur
2016B,57770.458333333336,57770.8125,2016B024,Fletcher
2016B,57771.1875,57771.458333333336,2016B112,Zhang
2016B,57771.458333333336,57771.6875,2016B024,Fletcher
2016B,57771.6875,57771.8125,2016B016,Sinclair
2016B,57772.1875,57772.458333333336,2016B112,Zhang
2016B,57772.458333333336,57772.8125,2016B016,Sinclair
2016B,57773.1875,57773.583333333336,2016B122,Thomas
2016B,57773.583333333336,57773.6875,2016B038,Landt
2016B,57773.916666666664,57773.1875,2016B012,Encrenaz
2016B,57774.1875,57774.333333333336,2016B999,Engineering
2016B,57774.333333333336,57774.458333333336,2016B071,Emery
2016B,57774.458333333336,57774.53125,2016B102,Rathbun
2016B,57774.53125,57774.6875,2016B071,Emery
2016B,57774.916666666664,57774.1875,2016B012,Encrenaz
2016B,57775.1875,57775.3125,2016B999,Engineering
2016B,57775.3125,57775.6875,2016B071,Emery
2016B,57776.1875,57776.625,2016B071,Emery
2016B,57776.625,57776.645833333336,2016B102,Rathbun
2016B,57776.645833333336,57776.6875,2016B015,Orton
2016B,57777.1875,57777.583333333336,2016B059,Reddy
2016B,57777.583333333336,57777.6875,2016B038,Landt
2016B,57778.1875,57778.4375,2016B991,Birkby
2016B,57778.4375,57778.6875,2016B997,Moore
2016B,57778.875,57778.041666666664,2016B103,Lee
2016B,57779.1875,57779.625,2016B071,Emery
2016B,57779.625,57779.645833333336,2016B102,Rathbun
2016B,57779.645833333336,57779.6875,2016B015,Orton
2016B,57779.875,57779.041666666664,2016B103,Lee
2016B,57780.1875,57780.6875,2016B999,Engineering
2016B,57781.1875,57781.6875,2016B069,Kelley
2016B,57782.1875,57782.6875,2016B095,McAdam
2016B,57783.1875,57783.6875,2016B095,McAdam
2016B,57784.1875,57784.354166666664,2016B999,Engineering
2016B,57784.354166666664,57784.6875,2016B121,Neeley
2016B,57784.916666666664,57784.25,2016B092,Villanueva
2016B,57785.25,57785.333333333336,2016B999,Engineering
2016B,57785.333333333336,57785.6875,2016B121,Neeley
2017A,57786.1875,57786.291666666664,2017A026,Malo
2017A,57786.291666666664,57786.395833333336,2017A086,Covey
2017A,57786.395833333336,57786.458333333336,2017A999,Engineering
2017A,57786.458333333336,57786.5625,2017A034,Orton
2017A,57786.5625,57786.791666666664,2017A046,Johnson
2017A,57787.1875,57787.3125,2017A086,Covey
2017A,57787.3125,57787.395833333336,2017A026,Malo
2017A,57787.395833333336,57787.458333333336,2017A999,Engineering
2017A,57787.458333333336,57787.6875,2017A034,Orton
2017A,57787.6875,57787.9375,2017A058,Roth
2017A,57788.1875,57788.291666666664,2017A026,Malo
2017A,57788.291666666664,57788.625,2017A091,Benecchi
2017A,57788.625,57788.6875,2017A043,Spencer
2017A,57788.6875,57788.9375,2017A058,Roth
2017A,57789.1875,57789.291666666664,2017A026,Malo
2017A,57789.291666666664,57789.395833333336,2017A086,Covey
2017A,57789.395833333336,57789.583333333336,2017A044,Bus
2017A,57789.583333333336,57789.6875,2017A003,Landt
2017A,57789.6875,57789.9375,2017A059,Vervack
2017A,57790.1875,57790.354166666664,2017A066,Connelley
2017A,57790.354166666664,57790.6875,2017A017,Reddy
2017A,57790.6875,57790.9375,2017A088,Bonev
2017A,57791.1875,57791.354166666664,2017A066,Connelley
2017A,57791.354166666664,57791.6875,2017A073,Grunblatt
2017A,57791.6875,57791.9375,2017A088,Bonev
2017A,57792.0,57792.166666666664,2017A100,Lee
2017A,57792.1875,57792.3125,2017A086,Covey
2017A,57792.3125,57792.395833333336,2017A026,Malo
2017A,57792.395833333336,57792.6875,2017A019,Dressing
2017A,57793.0,57793.166666666664,2017A100,Lee
2017A,57793.1875,57793.291666666664,2017A026,Malo
2017A,57793.291666666664,57793.395833333336,2017A086,Covey
2017A,57793.395833333336,57793.6875,2017A119,Burgasser
2017A,57794.0,57794.166666666664,2017A100,Lee
2017A,57794.1875,57794.3125,2017A086,Covey
2017A,57794.3125,57794.395833333336,2017A026,Malo
2017A,57794.395833333336,57794.520833333336,2017A101,Thomas
2017A,57794.520833333336,57794.54861111111,2017A043,Spencer
2017A,57794.54861111111,57794.6875,2017A107,Zhang
2017A,57795.0,57795.166666666664,2017A100,Lee
2017A,57795.1875,57795.291666666664,2017A026,Malo
2017A,57795.291666666664,57795.395833333336,2017A086,Covey
2017A,57795.395833333336,57795.6875,2017A019,Dressing
2017A,57796.0,57796.166666666664,2017A100,Lee
2017A,57796.1875,57796.3125,2017A086,Covey
2017A,57796.3125,57796.395833333336,2017A026,Malo
2017A,57796.395833333336,57796.6875,2017A102,Gagliuffi
2017A,57797.0,57797.166666666664,2017A100,Lee
2017A,57797.1875,57797.291666666664,2017A026,Malo
2017A,57797.291666666664,57797.395833333336,2017A086,Covey
2017A,57797.395833333336,57797.46875,2017A999,Engineering
2017A,57797.46875,57797.53125,2017A043,Spencer
2017A,57797.53125,57797.6875,2017A107,Zhang
2017A,57798.0,57798.166666666664,2017A100,Lee
2017A,57798.1875,57798.3125,2017A086,Covey
2017A,57798.3125,57798.395833333336,2017A026,Malo
2017A,57798.395833333336,57798.4375,2017A999,Engineering
2017A,57798.4375,57798.6875,2017A076,Protopapa
2017A,57799.0,57799.166666666664,2017A100,Lee
2017A,57799.1875,57799.291666666664,2017A026,Malo
2017A,57799.291666666664,57799.395833333336,2017A086,Covey
2017A,57799.395833333336,57799.52777777778,2017A101,Thomas
2017A,57799.52777777778,57799.555555555555,2017A043,Spencer
2017A,57799.555555555555,57799.583333333336,2017A035,Orton
2017A,57799.583333333336,57799.6875,2017A003,Landt
2017A,57800.0,57800.166666666664,2017A100,Lee
2017A,57800.1875,57800.291666666664,2017A026,Malo
2017A,57800.291666666664,57800.5625,2017A104,Magnier
2017A,57800.5625,57800.645833333336,2017A099,Kaluna
2017A,57800.645833333336,57800.6875,2017A035,Orton
2017A,57801.1875,57801.291666666664,2017A026,Malo
2017A,57801.291666666664,57801.6875,2017A042,Sand
2017A,57802.1875,57802.354166666664,2017A066,Connelley
2017A,57802.354166666664,57802.5625,2017A107,Zhang
2017A,57802.5625,57802.645833333336,2017A099,Kaluna
2017A,57802.645833333336,57802.6875,2017A043,Spencer
2017A,57803.1875,57803.395833333336,2017A079,Liu
2017A,57803.395833333336,57803.604166666664,2017A017,Reddy
2017A,57803.604166666664,57803.6875,2017A099,Kaluna
2017A,57804.1875,57804.395833333336,2017A079,Liu
2017A,57804.395833333336,57804.541666666664,2017A999,Engineering
2017A,57804.541666666664,57804.604166666664,2017A043,Spencer
2017A,57804.604166666664,57804.6875,2017A099,Kaluna
2017A,57805.1875,57805.4375,2017A018,Holler
2017A,57805.4375,57805.6875,2017A064,Takir
2017A,57806.1875,57806.4375,2017A018,Holler
2017A,57806.4375,57806.6875,2017A017,Reddy
2017A,57806.9375,57806.1875,2017A059,Vervack
2017A,57807.1875,57807.4375,2017A018,Holler
2017A,57807.4375,57807.59027777778,2017A999,Engineering
2017A,57807.59027777778,57807.618055555555,2017A043,Spencer
2017A,57807.618055555555,57807.645833333336,2017A035,Orton
2017A,57807.645833333336,57807.6875,2017A051,Corlies
2017A,57808.1875,57808.4375,2017A018,Holler
2017A,57808.4375,57808.555555555555,2017A999,Engineering
2017A,57808.555555555555,57808.583333333336,2017A035,Orton
2017A,57808.583333333336,57808.6875,2017A003,Landt
2017A,57809.0,57809.25,2017A088,Bonev
2017A,57809.25,57809.6875,2017A110,Crossfield
2017A,57809.916666666664,57809.166666666664,2017A058,Roth
2017A,57810.166666666664,57810.5625,2017A085,DiSanti
2017A,57810.5625,57810.6875,2017A044,Bus
2017A,57810.916666666664,57810.166666666664,2017A058,Roth
2017A,57811.166666666664,57811.5625,2017A085,DiSanti
2017A,57811.5625,57811.618055555555,2017A999,Engineering
2017A,57811.618055555555,57811.6875,2017A043,Spencer
2017A,57812.1875,57812.395833333336,2017A079,Liu
2017A,57812.395833333336,57812.6875,2017A022,Dahmer
2017A,57813.1875,57813.385416666664,2017A118,Thomas
2017A,57813.385416666664,57813.447916666664,2017A043,Spencer
2017A,57813.447916666664,57813.6875,2017A022,Dahmer
2017A,57814.1875,57814.395833333336,2017A115,Liu
2017A,57814.395833333336,57814.604166666664,2017A022,Dahmer
2017A,57814.604166666664,57814.875,2017A074,Keane
2017A,57815.1875,57815.3125,2017A102,Gagliuffi
2017A,57815.3125,57815.5625,2017A101,Thomas
2017A,57815.5625,57815.645833333336,2017A003,Landt
2017A,57815.645833333336,57815.6875,2017A043,Spencer
2017A,57816.1875,57816.6875,2017A089,Newton
2017A,57817.1875,57817.3125,2017A999,Engineering
2017A,57817.3125,57817.479166666664,2017A101,Thomas
2017A,57817.479166666664,57817.6875,2017A022,Dahmer
2017A,57818.1875,57818.395833333336,2017A044,Bus
2017A,57818.395833333336,57818.645833333336,2017A084,Licandro
2017A,57818.645833333336,57818.6875,2017A051,Corlies
2017A,57819.1875,57819.375,2017A032,Sickafoose
2017A,57819.375,57819.6875,2017A022,Dahmer
2017A,57820.1875,57820.3125,2017A102,Gagliuffi
2017A,57820.3125,57820.458333333336,2017A049,Howell
2017A,57820.458333333336,57820.520833333336,2017A043,Spencer
2017A,57820.520833333336,57820.6875,2017A107,Zhang
2017A,57821.1875,57821.4375,2017A067,Emery
2017A,57821.4375,57821.6875,2017A022,Dahmer
2017A,57822.1875,57822.493055555555,2017A107,Zhang
2017A,57822.493055555555,57822.520833333336,2017A043,Spencer
2017A,57822.520833333336,57822.604166666664,2017A003,Landt
2017A,57822.604166666664,57822.6875,2017A999,Engineering
2017A,57823.1875,57823.6875,2017A042,Sand
2017A,57824.1875,57824.375,2017A996,McClure
2017A,57824.375,57824.541666666664,2017A112,Kita
2017A,57824.541666666664,57824.6875,2017A107,Zhang
2017A,57825.1875,57825.25,2017A086,Covey
2017A,57825.25,57825.645833333336,2017A107,Zhang
2017A,57825.645833333336,57825.6875,2017A051,Corlies
2017A,57826.1875,57826.415972222225,2017A999,Engineering
2017A,57826.415972222225,57826.583333333336,2017A112,Kita
2017A,57826.583333333336,57826.875,2017A074,Keane
2017A,57827.1875,57827.25,2017A086,Covey
2017A,57827.25,57827.5,2017A049,Howell
2017A,57827.5,57827.53125,2017A035,Orton
2017A,57827.53125,57827.59375,2017A043,Spencer
2017A,57827.59375,57827.6875,2017A107,Zhang
2017A,57828.1875,57828.520833333336,2017A107,Zhang
2017A,57828.520833333336,57828.6875,2017A047,Stallard
2017A,57829.1875,57829.25,2017A086,Covey
2017A,57829.25,57829.322916666664,2017A999,Engineering
2017A,57829.322916666664,57829.489583333336,2017A112,Kita
2017A,57829.489583333336,57829.59375,2017A003,Landt
2017A,57829.59375,57829.625,2017A051,Corlies
2017A,57829.625,57829.65277777778,2017A043,Spencer
2017A,57829.65277777778,57829.6875,2017A035,Orton
2017A,57830.1875,57830.395833333336,2017A064,Takir
2017A,57830.395833333336,57830.6875,2017A075,Paganini
2017A,57831.1875,57831.25,2017A086,Covey
2017A,57831.25,57831.375,2017A999,Engineering
2017A,57831.375,57831.541666666664,2017A112,Kita
2017A,57831.541666666664,57831.6875,2017A999,Engineering
2017A,57832.1875,57832.3125,2017A995,Faherty
2017A,57832.3125,57832.354166666664,2017A113,Wooden
2017A,57832.354166666664,57832.520833333336,2017A017,Reddy
2017A,57832.520833333336,57832.6875,2017A047,Stallard
2017A,57833.1875,57833.458333333336,2017A073,Grunblatt
2017A,57833.458333333336,57833.625,2017A112,Kita
2017A,57833.625,57833.6875,2017A999,Engineering
2017A,57833.6875,57833.9375,2017A058,Roth
2017A,57834.1875,57834.4375,2017A049,Howell
2017A,57834.4375,57834.479166666664,2017A113,Wooden
2017A,57834.479166666664,57834.572916666664,2017A003,Landt
2017A,57834.572916666664,57834.604166666664,2017A035,Orton
2017A,57834.604166666664,57834.6875,2017A043,Spencer
2017A,57834.6875,57834.9375,2017A058,Roth
2017A,57835.1875,57835.4375,2017A004,Mann
2017A,57835.4375,57835.6875,2017A076,Protopapa
2017A,57836.1875,57836.375,2017A017,Reddy
2017A,57836.375,57836.541666666664,2017A112,Kita
2017A,57836.541666666664,57836.645833333336,2017A107,Zhang
