SEMESTER,MJD START,MJD END,PI,PROGRAM
2016B,57649.17708,57649.22569,Corlies,2016B052
2016B,57649.22569,57649.36111,Engineering,2016B999
2016B,57649.36111,57649.625,Thomas,2016B122
2016B,57650.17708,57650.29167,Engineering,2016B999
2016B,57650.29167,57650.625,Cartwright,2016B034
2016B,57650.625,57650.67708,Connelley,2016B099
2016B,57651.17708,57651.38542,Stringfellow,2016B124
2016B,57651.38542,57651.625,Greco,2016B048
2016B,57651.625,57651.67708,Connelley,2016B099
2016B,57652.17708,57652.38542,Stringfellow,2016B124
2016B,57652.38542,57652.625,Greco,2016B048
2016B,57652.625,57652.67708,Connelley,2016B099
2016B,57653.17708,57653.67708,iSHELL,2016B998
2016B,57653.625,57653.67708,Connelley,2016B099
2016B,57654.17708,57654.67708,iSHELL,2016B998
2016B,57655.17708,57655.67708,iSHELL,2016B998
2016B,57656.17708,57656.22569,Corlies,2016B052
2016B,57656.22569,57656.47569,Takir,2016B104
2016B,57657.17708,57657.42708,Dressing,2016B057
2016B,57657.47569,57657.67708,Norris,2016B115
2016B,57658.17708,57658.42708,Dressing,2016B057
2016B,57658.42708,57658.67708,Maas,2016B028
2016B,57659.17708,57659.42708,DeMeo,2016B020
2016B,57659.42708,57659.67708,Schneider,2016B003
2016B,57660.17708,57660.22569,Corlies,2016B052
2016B,57660.22569,57660.42708,Grunblatt,2016B093
2016B,57660.42708,57660.67708,Schneider,2016B003
2016B,57661.17708,57661.67708,iSHELL,2016B998
2016B,57661.42708,57661.67708,Schneider,2016B003
2016B,57662.17014,57662.29514,DeMeo,2016B021
2016B,57662.29514,57662.67014,Cartwright,2016B034
2016B,57663.17014,57663.29514,DeMeo,2016B021
2016B,57663.29514,57663.37847,Young,2016B029
2016B,57663.37847,57663.67014,DeMeo,2016B021
2016B,57664.17014,57664.67014,Gagne,2016B056
2016B,57665.17014,57665.67014,Hardersen,2016B002
2016B,57666.17014,57666.29514,Engineering,2016B999
2016B,57666.29514,57666.54514,Birkby,2016B082
2016B,57667.17014,57667.67014,Gagliuffi,2016B114
2016B,57667.54514,57667.67014,Banzatti,2016B049
2016B,57668.17014,57668.25347,Engineering,2016B999
2016B,57668.25347,57668.58681,Cartwright,2016B034
2016B,57669.17014,57669.29514,Chun,2016B993
2016B,57669.29514,57669.42014,Engineering,2016B999
2016B,57669.58681,57669.67014,Sitko,2016B043
2016B,57670.17014,57670.29514,Engineering,2016B999
2016B,57670.29514,57670.54514,Melin,2016B041
2016B,57670.42014,57670.67014,Dressing,2016B057
2016B,57671.17014,57671.29514,Engineering,2016B999
2016B,57671.29514,57671.54514,Melin,2016B041
2016B,57671.54514,57671.67014,Banzatti,2016B049
2016B,57672.17014,57672.38889,Grunblatt,2016B093
2016B,57672.38889,57672.67014,Zhang,2016B112
2016B,57672.54514,57672.67014,Banzatti,2016B049
2016B,57673.17014,57673.38889,Grunblatt,2016B093
2016B,57673.38889,57673.67014,Zhang,2016B112
2016B,57674.17014,57674.31597,Greco,2016B048
2016B,57674.31597,57674.50347,Thomas,2016B122
2016B,57675.17014,57675.25347,Engineering,2016B999
2016B,57675.25347,57675.29514,Delgado-Mena,2016B068
2016B,57675.29514,57675.54514,Birkby,2016B082
2016B,57675.50347,57675.67014,Engineering,2016B999
2016B,57676.17014,57676.39931,Plavchan,2016B107
2016B,57676.39931,57676.67014,Connelley,2016B084
2016B,57676.54514,57676.67014,Banzatti,2016B049
2016B,57677.17014,57677.39931,Plavchan,2016B107
2016B,57677.39931,57677.67014,Connelley,2016B084
2016B,57678.17014,57678.67014,Mullaney,2016B046
2016B,57679.17014,57679.67014,Mullaney,2016B046
2016B,57679.70139,57679.95139,Orton,2016B077
2016B,57680.17014,57680.54514,Mullaney,2016B046
2016B,57680.70139,57680.95139,Orton,2016B077
2016B,57681.17014,57681.25347,Engineering,2016B999
2016B,57681.25347,57681.67014,Cartwright,2016B034
2016B,57681.54514,57681.67014,Howell,2016B035
2016B,57682.17014,57682.39931,Plavchan,2016B107
2016B,57682.39931,57682.67014,Connelley,2016B084
2016B,57683.17014,57683.39931,Plavchan,2016B107
2016B,57683.39931,57683.67014,Connelley,2016B084
2016B,57684.17014,57684.54514,Greco,2016B048
2016B,57685.17014,57685.42014,DeMeo,2016B020
2016B,57685.54514,57685.67014,Howell,2016B035
2016B,57686.17014,57686.42014,Dressing,2016B057
2016B,57686.42014,57686.67014,Muzerolle,2016B096
2016B,57687.17014,57687.42014,Dressing,2016B057
2016B,57687.42014,57687.67014,Muzerolle,2016B096
2016B,57688.17014,57688.42014,Bus,2016B087
2016B,57688.42014,57688.67014,Muzerolle,2016B096
2016B,57689.17014,57689.54514,Bus,2016B087
2016B,57689.42014,57689.67014,Muzerolle,2016B096
2016B,57690.17014,57690.54514,Hardersen,2016B002
2016B,57690.54514,57690.67014,Howell,2016B035
2016B,57691.17014,57691.35764,MacLennan,2016B080
2016B,57691.35764,57691.67014,Gagne,2016B056
2016B,57691.54514,57691.67014,Emery,2016B072
2016B,57692.17014,57692.67014,Wong,2016B116
2016B,57693.17014,57693.51042,Engineering,2016B999
2016B,57693.6875,57693.9375,Orton,2016B077
2016B,57694.17014,57694.67014,Reddy,2016B059
2016B,57694.51042,57694.67014,Howell,2016B035
2016B,57694.6875,57694.9375,Orton,2016B077
2016B,57695.17014,57695.23264,Engineering,2016B999
2016B,57695.23264,57695.48264,Birkby,2016B082
2016B,57696.17014,57696.27431,Young,2016B029
2016B,57696.27431,57696.42014,Engineering,2016B999
2016B,57696.48264,57696.56597,Delgado-Mena,2016B068
2016B,57696.56597,57696.67014,Engineering,2016B999
2016B,57697.17014,57697.42014,Plavchan,2016B107
2016B,57697.42014,57697.67014,Gagne,2016B056
2016B,57698.17014,57698.42014,Plavchan,2016B107
2016B,57698.42014,57698.67014,Karnath,2016B086
2016B,57699.17014,57699.42014,Gaidos,2016B123
2016B,57699.42014,57699.67014,Karnath,2016B086
2016B,57700.17014,57700.42014,Gaidos,2016B123
2016B,57700.42014,57700.67014,Karnath,2016B086
2016B,57701.17014,57701.42014,Skinner,2016B995
2016B,57701.42014,57701.67014,Karnath,2016B086
2016B,57702.17014,57702.29514,Gagliuffi,2016B114
2016B,57702.29514,57702.67014,Thomas,2016B122
2016B,57702.42014,57702.67014,Espaillat,2016B996
2016B,57703.17014,57703.44097,Engineering,2016B999
2016B,57704.17014,57704.42014,Takir,2016B104
2016B,57704.44097,57704.52431,Sitko,2016B043
2016B,57704.52431,57704.67014,Howell,2016B035
2016B,57705.17014,57705.42014,Engineering,2016B999
2016B,57705.42014,57705.67014,Emery,2016B072
2016B,57706.17014,57706.42014,Melin,2016B041
2016B,57706.42014,57706.67014,Espaillat,2016B996
2016B,57707.1875,57707.4375,Melin,2016B041
2016B,57707.42014,57707.67014,Engineering,2016B999
2016B,57707.67014,57707.92014,Bjoraker,2016B006
2016B,57708.17014,57708.52431,Aller,2016B085
2016B,57708.4375,57708.58333,Engineering,2016B999
2016B,57708.58333,57708.6875,Johnson,2016B055
2016B,57709.17014,57709.42014,Birkby,2016B082
2016B,57709.52431,57709.67014,Howell,2016B035
2016B,57710.17014,57710.42014,Gordon,2016B019
2016B,57710.42014,57710.67014,Rayner,2016B065
2016B,57710.67014,57710.92014,Bjoraker,2016B006
2016B,57711.17014,57711.42014,Engineering,2016B999
2016B,57711.42014,57711.67014,Dressing,2016B057
2016B,57712.17014,57712.67014,Schlieder,2016B076
2016B,57712.42014,57712.67014,Zhang,2016B112
2016B,57713.17014,57713.42014,Gaidos,2016B123
2016B,57714.17014,57714.42014,Gaidos,2016B123
2016B,57714.42014,57714.67014,Rayner,2016B065
2016B,57715.17014,57715.67014,Zhang,2016B112
2016B,57715.42014,57715.67014,Hodapp,2016B078
2016B,57716.17014,57716.67014,Zhang,2016B112
2016B,57717.17014,57717.67014,Zhang,2016B112
2016B,57718.17708,57718.34375,Aller,2016B085
2016B,57718.34375,57718.59375,Emery,2016B072
2016B,57719.17014,57719.42014,DeMeo,2016B020
2016B,57719.59375,57719.67708,Rathbun,2016B102
2016B,57720.17014,57720.67014,Gagliuffi,2016B114
2016B,57720.42014,57720.67014,Bus,2016B087
2016B,57721.21181,57721.46181,Birkby,2016B082
2016B,57721.67014,57721.92014,Bjoraker,2016B006
2016B,57722.17014,57722.67014,Protopapa,2016B079
2016B,57722.46181,57722.58681,Engineering,2016B999
2016B,57722.58681,57722.71181,Johnson,2016B055
2016B,57723.17708,57723.46875,Yildiz,2016B113
2016B,57724.17708,57724.67708,Reddy,2016B059
2016B,57724.46875,57724.60417,Engineering,2016B999
2016B,57724.60417,57724.85417,Bjoraker,2016B006
2016B,57725.17708,57725.67708,Pajuelo,2016B067
2016B,57726.17708,57726.42708,Polishook,2016B022
2016B,57727.17708,57727.42708,Polishook,2016B022
2016B,57727.42708,57727.625,Zhang,2016B112
2016B,57727.625,57727.67708,Orton,2016B015
2016B,57728.17708,57728.42708,Polishook,2016B022
2016B,57728.42708,57728.625,Zhang,2016B112
2016B,57728.625,57728.67708,Orton,2016B015
2016B,57729.17708,57729.46181,Trang,2016B036
2016B,57729.42708,57729.67708,Zhang,2016B112
2016B,57730.17708,57730.27083,Engineering,2016B999
2016B,57730.27083,57730.60417,Reiter,2016B060
2016B,57730.46181,57730.67708,Engineering,2016B999
2016B,57731.17708,57731.27083,Engineering,2016B999
2016B,57731.27083,57731.60417,Reiter,2016B060
2016B,57731.60417,57731.63542,Rathbun,2016B102
2016B,57731.63542,57731.67708,Orton,2016B015
2016B,57732.17708,57732.26042,Engineering,2016B999
2016B,57732.26042,57732.64583,Reiter,2016B060
2016B,57732.60417,57732.63542,Rathbun,2016B102
2016B,57732.63542,57732.67708,Orton,2016B015
2016B,57733.17708,57733.26042,Engineering,2016B999
2016B,57733.26042,57733.67708,Reiter,2016B060
2016B,57733.64583,57733.86458,Johnson,2016B055
2016B,57734.17708,57734.44792,Reddy,2016B059
2016B,57735.17708,57735.42708,Birkby,2016B082
2016B,57735.44792,57735.53125,Sitko,2016B043
2016B,57735.53125,57735.60417,Rathbun,2016B102
2016B,57735.60417,57735.85417,Bjoraker,2016B006
2016B,57736.1875,57736.39583,Dahmer,2016B033
2016B,57736.39583,57736.5625,Engineering,2016B999
2016B,57736.42708,57736.67708,Engineering,2016B999
2016B,57737.1875,57737.54167,Dahmer,2016B033
2016B,57737.5625,57737.89583,Sinclair,2016B016
2016B,57738.1875,57738.54167,Dahmer,2016B033
2016B,57738.54167,57738.6875,Sinclair,2016B016
2016B,57738.6875,57738.89583,Fletcher,2016B024
2016B,57738.89583,57738.02083,Encrenaz,2016B012
2016B,57739.1875,57739.54167,Dahmer,2016B033
2016B,57739.54167,57739.89583,Fletcher,2016B024
2016B,57739.89583,57739.02083,Encrenaz,2016B012
2016B,57740.1875,57740.54167,Lucas,2016B117
2016B,57740.54167,57740.8125,Tsang,2016B053
2016B,57741.1875,57741.54167,Thomas,2016B122
2016B,57741.54167,57741.89583,Greathouse,2016B040
2016B,57742.1875,57742.35417,Green,2016B030
2016B,57742.35417,57742.58333,Hardersen,2016B002
2016B,57742.54167,57742.89583,Greathouse,2016B040
2016B,57743.04167,57743.22917,Encrenaz,2016B012
2016B,57743.22917,57743.33333,Green,2016B030
2016B,57743.33333,57743.5,Wong,2016B064
2016B,57743.58333,57743.6875,Landt,2016B038
2016B,57744.04167,57744.22917,Encrenaz,2016B012
2016B,57744.22917,57744.33333,Green,2016B030
2016B,57744.33333,57744.5,Wong,2016B064
2016B,57744.5,57744.625,Hardersen,2016B002
2016B,57744.625,57744.64583,Rathbun,2016B102
2016B,57744.64583,57744.6875,Orton,2016B015
2016B,57745.17708,57745.61458,DeMeo,2016B021
2016B,57745.5,57745.6875,Engineering,2016B999
2016B,57746.61458,57746.63542,Rathbun,2016B102
2016B,57746.63542,57746.67708,Orton,2016B015
2016B,57748.17708,57748.60417,Park,2016B106
2016B,57749.17708,57749.59375,Brittain,2016B027
2016B,57749.60417,57749.85417,Bjoraker,2016B006
2016B,57750.17708,57750.41597,Hardersen,2016B002
2016B,57750.41597,57750.60417,Fonfria,2016B075
2016B,57750.59375,57750.84375,Johnson,2016B055
2016B,57751.20833,57751.57292,Brittain,2016B027
2016B,57751.60417,57751.85417,Bjoraker,2016B006
2016B,57751.95833,57751.20833,Dello,2016B062
2016B,57752.20833,57752.60417,Park,2016B106
2016B,57752.57292,57752.67708,Landt,2016B038
2016B,57752.95833,57752.20833,Dello,2016B062
2016B,57753.60416,57753.63541,Rathbun,2016B102
2016B,57753.63541,57753.67708,Orton,2016B015
2016B,57754.1875,57754.52083,Liu,2016B058
2016B,57755.25,57755.625,Bus,2016B087
2016B,57755.52083,57755.625,Engineering,2016B999
2016B,57755.625,57755.64583,Rathbun,2016B102
2016B,57755.64583,57755.6875,Orton,2016B015
2016B,57755.91667,57755.25,Villanueva,2016B092
2016B,57756.1875,57756.45833,Takir,2016B104
2016B,57756.625,57756.64583,Rathbun,2016B102
2016B,57756.64583,57756.6875,Orton,2016B015
2016B,57756.91667,57756.08333,Lee,2016B103
2016B,57757.1875,57757.53125,Liu,2016B058
2016B,57757.45833,57757.6875,Reddy,2016B059
2016B,57757.91667,57757.08333,Lee,2016B103
2016B,57758.20833,57758.33333,Malo,2016B091
2016B,57758.33333,57758.57292,Park,2016B106
2016B,57758.53125,57758.60417,Rathbun,2016B102
2016B,57758.60417,57758.6875,Orton,2016B015
2016B,57758.95833,57758.20833,Dello,2016B062
2016B,57759.20833,57759.29167,Malo,2016B091
2016B,57759.29167,57759.45833,Karnath,2016B086
2016B,57759.57292,57759.6875,Landt,2016B038
2016B,57759.95833,57759.20833,Dello,2016B062
2016B,57760.20833,57760.45833,Hodapp,2016B078
2016B,57760.45833,57760.70833,Kita,2016B050
2016B,57760.95833,57760.20833,Dello,2016B062
2016B,57761.20833,57761.29167,Malo,2016B091
2016B,57761.29167,57761.45833,Karnath,2016B086
2016B,57761.45833,57761.70833,Kita,2016B050
2016B,57762.25,57762.33333,Sitko,2016B043
2016B,57762.33333,57762.66667,Benecchi,2016B066
2016B,57762.45833,57762.70833,Kita,2016B050
2016B,57762.91667,57762.25,Villanueva,2016B092
2016B,57763.20833,57763.29167,Malo,2016B091
2016B,57763.29167,57763.45833,Karnath,2016B086
2016B,57764.1875,57764.4375,Schlieder,2016B076
2016B,57764.45833,57764.70833,Kita,2016B050
2016B,57765.1875,57765.6875,Lisse,2016B097
2016B,57765.4375,57765.60417,Lisse,2016B992
2016B,57765.60417,57765.6875,Rathbun,2016B102
2016B,57766.16667,57766.375,Esplin,2016B004
2016B,57766.375,57766.5625,Engineering,2016B999
2016B,57767.16667,57767.45833,Esplin,2016B004
2016B,57767.5625,57767.8125,Greathouse,2016B040
2016B,57767.89583,57767.0625,Lee,2016B103
2016B,57768.16667,57768.45833,Mazur,2016B081
2016B,57768.45833,57768.8125,Greathouse,2016B040
2016B,57768.89583,57768.0625,Lee,2016B103
2016B,57769.16667,57769.45833,Mazur,2016B081
2016B,57769.45833,57769.77083,Greathouse,2016B040
2016B,57769.77083,57769.8125,Fletcher,2016B024
2016B,57770.1875,57770.45833,Zhang,2016B112
2016B,57770.45833,57770.8125,Fletcher,2016B024
2016B,57771.1875,57771.45833,Zhang,2016B112
2016B,57771.45833,57771.6875,Fletcher,2016B024
2016B,57771.6875,57771.8125,Sinclair,2016B016
2016B,57772.1875,57772.58333,Thomas,2016B122
2016B,57772.45833,57772.8125,Sinclair,2016B016
2016B,57773.1875,57773.33333,Engineering,2016B999
2016B,57773.33333,57773.45833,Emery,2016B071
2016B,57773.58333,57773.6875,Landt,2016B038
2016B,57773.91667,57773.1875,Encrenaz,2016B012
2016B,57774.1875,57774.3125,Engineering,2016B999
2016B,57774.3125,57774.6875,Emery,2016B071
2016B,57774.45833,57774.53125,Rathbun,2016B102
2016B,57774.53125,57774.6875,Emery,2016B071
2016B,57774.91667,57774.1875,Encrenaz,2016B012
2016B,57775.1875,57775.625,Emery,2016B071
2016B,57776.1875,57776.58333,Reddy,2016B059
2016B,57776.625,57776.64583,Rathbun,2016B102
2016B,57776.64583,57776.6875,Orton,2016B015
2016B,57777.1875,57777.4375,Birkby,2016B991
2016B,57777.58333,57777.6875,Landt,2016B038
2016B,57778.1875,57778.625,Emery,2016B071
2016B,57778.4375,57778.6875,Moore,2016B997
2016B,57778.875,57778.04167,Lee,2016B103
2016B,57779.1875,57779.6875,Engineering,2016B999
2016B,57779.625,57779.64583,Rathbun,2016B102
2016B,57779.64583,57779.6875,Orton,2016B015
2016B,57779.875,57779.04167,Lee,2016B103
2016B,57780.1875,57780.6875,Kelley,2016B069
2016B,57781.1875,57781.6875,McAdam,2016B095
2016B,57782.1875,57782.6875,McAdam,2016B095
2016B,57783.1875,57783.35417,Engineering,2016B999
2016B,57783.35417,57783.6875,Neeley,2016B121
2016B,57784.25,57784.33333,Engineering,2016B999
2016B,57784.33333,57784.6875,Neeley,2016B121
2016B,57784.91667,57784.25,Villanueva,2016B092
2017A,57785.1875,57785.29167,Malo,2017A026
2017A,57785.29167,57785.39583,Covey,2017A086
2017A,57785.39583,57785.45833,Engineering,2017A999
2017A,57786.1875,57786.3125,Covey,2017A086
2017A,57786.3125,57786.39583,Malo,2017A026
2017A,57786.39583,57786.45833,Engineering,2017A999
2017A,57786.45833,57786.5625,Orton,2017A034
2017A,57786.5625,57786.79167,Johnson,2017A046
2017A,57787.1875,57787.29167,Malo,2017A026
2017A,57787.29167,57787.625,Benecchi,2017A091
2017A,57787.45833,57787.6875,Orton,2017A034
2017A,57787.6875,57787.9375,Roth,2017A058
2017A,57788.1875,57788.29167,Malo,2017A026
2017A,57788.29167,57788.39583,Covey,2017A086
2017A,57788.39583,57788.58333,Bus,2017A044
2017A,57788.625,57788.6875,Spencer,2017A043
2017A,57788.6875,57788.9375,Roth,2017A058
2017A,57789.1875,57789.35417,Connelley,2017A066
2017A,57789.35417,57789.6875,Reddy,2017A017
2017A,57789.58333,57789.6875,Landt,2017A003
2017A,57789.6875,57789.9375,Vervack,2017A059
2017A,57790.1875,57790.35417,Connelley,2017A066
2017A,57790.35417,57790.6875,Grunblatt,2017A073
2017A,57790.6875,57790.9375,Bonev,2017A088
2017A,57791,57791.16667,Lee,2017A100
2017A,57791.1875,57791.3125,Covey,2017A086
2017A,57791.3125,57791.39583,Malo,2017A026
2017A,57791.39583,57791.6875,Dressing,2017A019
2017A,57791.6875,57791.9375,Bonev,2017A088
2017A,57792,57792.16667,Lee,2017A100
2017A,57792.1875,57792.29167,Malo,2017A026
2017A,57792.29167,57792.39583,Covey,2017A086
2017A,57792.39583,57792.6875,Burgasser,2017A119
2017A,57793,57793.16667,Lee,2017A100
2017A,57793.1875,57793.3125,Covey,2017A086
2017A,57793.3125,57793.39583,Malo,2017A026
2017A,57793.39583,57793.52083,Thomas,2017A101
2017A,57794,57794.16667,Lee,2017A100
2017A,57794.1875,57794.29167,Malo,2017A026
2017A,57794.29167,57794.39583,Covey,2017A086
2017A,57794.39583,57794.6875,Dressing,2017A019
2017A,57794.52083,57794.54861,Spencer,2017A043
2017A,57794.54861,57794.6875,Zhang,2017A107
2017A,57795,57795.16667,Lee,2017A100
2017A,57795.1875,57795.3125,Covey,2017A086
2017A,57795.3125,57795.39583,Malo,2017A026
2017A,57795.39583,57795.6875,Gagliuffi,2017A102
2017A,57796,57796.16667,Lee,2017A100
2017A,57796.1875,57796.29167,Malo,2017A026
2017A,57796.29167,57796.39583,Covey,2017A086
2017A,57796.39583,57796.46875,Engineering,2017A999
2017A,57797,57797.16667,Lee,2017A100
2017A,57797.1875,57797.3125,Covey,2017A086
2017A,57797.3125,57797.39583,Malo,2017A026
2017A,57797.39583,57797.4375,Engineering,2017A999
2017A,57797.46875,57797.53125,Spencer,2017A043
2017A,57797.53125,57797.6875,Zhang,2017A107
2017A,57798,57798.16667,Lee,2017A100
2017A,57798.1875,57798.29167,Malo,2017A026
2017A,57798.29167,57798.39583,Covey,2017A086
2017A,57798.39583,57798.52778,Thomas,2017A101
2017A,57798.4375,57798.6875,Protopapa,2017A076
2017A,57799,57799.16667,Lee,2017A100
2017A,57799.1875,57799.29167,Malo,2017A026
2017A,57799.29167,57799.5625,Magnier,2017A104
2017A,57799.52778,57799.55556,Spencer,2017A043
2017A,57799.55556,57799.58333,Orton,2017A035
2017A,57799.58333,57799.6875,Landt,2017A003
2017A,57800.1875,57800.29167,Malo,2017A026
2017A,57800.29167,57800.6875,Sand,2017A042
2017A,57800.5625,57800.64583,Kaluna,2017A099
2017A,57800.64583,57800.6875,Orton,2017A035
2017A,57801.1875,57801.35417,Connelley,2017A066
2017A,57801.35417,57801.5625,Zhang,2017A107
2017A,57802.1875,57802.39583,Liu,2017A079
2017A,57802.39583,57802.60417,Reddy,2017A017
2017A,57802.5625,57802.64583,Kaluna,2017A099
2017A,57802.64583,57802.6875,Spencer,2017A043
2017A,57803.1875,57803.39583,Liu,2017A079
2017A,57803.39583,57803.54167,Engineering,2017A999
2017A,57803.60417,57803.6875,Kaluna,2017A099
2017A,57804.1875,57804.4375,Holler,2017A018
2017A,57804.54167,57804.60417,Spencer,2017A043
2017A,57804.60417,57804.6875,Kaluna,2017A099
2017A,57805.1875,57805.4375,Holler,2017A018
2017A,57805.4375,57805.6875,Takir,2017A064
2017A,57806.1875,57806.4375,Holler,2017A018
2017A,57806.4375,57806.6875,Reddy,2017A017
2017A,57806.9375,57806.1875,Vervack,2017A059
2017A,57807.1875,57807.4375,Holler,2017A018
2017A,57807.4375,57807.59028,Engineering,2017A999
2017A,57807.59028,57807.61806,Spencer,2017A043
2017A,57807.61806,57807.64583,Orton,2017A035
2017A,57807.64583,57807.6875,Corlies,2017A051
2017A,57808,57808.25,Bonev,2017A088
2017A,57808.25,57808.6875,Crossfield,2017A110
2017A,57808.4375,57808.55556,Engineering,2017A999
2017A,57808.55556,57808.58333,Orton,2017A035
2017A,57808.58333,57808.6875,Landt,2017A003
2017A,57809.16667,57809.5625,DiSanti,2017A085
2017A,57809.91667,57809.16667,Roth,2017A058
2017A,57810.16667,57810.5625,DiSanti,2017A085
2017A,57810.5625,57810.6875,Bus,2017A044
2017A,57810.91667,57810.16667,Roth,2017A058
2017A,57811.1875,57811.39583,Liu,2017A079
2017A,57811.39583,57811.6875,Dahmer,2017A022
2017A,57811.5625,57811.61806,Engineering,2017A999
2017A,57811.61806,57811.6875,Spencer,2017A043
2017A,57812.1875,57812.38542,Thomas,2017A118
2017A,57812.38542,57812.44792,Spencer,2017A043
2017A,57813.1875,57813.39583,Liu,2017A115
2017A,57813.39583,57813.60417,Dahmer,2017A022
2017A,57813.44792,57813.6875,Dahmer,2017A022
2017A,57814.1875,57814.3125,Gagliuffi,2017A102
2017A,57814.3125,57814.5625,Thomas,2017A101
2017A,57814.60417,57814.875,Keane,2017A074
2017A,57815.1875,57815.6875,Newton,2017A089
2017A,57815.5625,57815.64583,Landt,2017A003
2017A,57815.64583,57815.6875,Spencer,2017A043
2017A,57816.1875,57816.3125,Engineering,2017A999
2017A,57816.3125,57816.47917,Thomas,2017A101
2017A,57817.1875,57817.39583,Bus,2017A044
2017A,57817.39583,57817.64583,Licandro,2017A084
2017A,57817.47917,57817.6875,Dahmer,2017A022
2017A,57818.1875,57818.375,Sickafoose,2017A032
2017A,57818.375,57818.6875,Dahmer,2017A022
2017A,57818.64583,57818.6875,Corlies,2017A051
2017A,57819.1875,57819.3125,Gagliuffi,2017A102
2017A,57819.3125,57819.45833,Howell,2017A049
2017A,57820.1875,57820.4375,Emery,2017A067
2017A,57820.45833,57820.52083,Spencer,2017A043
2017A,57820.52083,57820.6875,Zhang,2017A107
2017A,57821.1875,57821.49306,Zhang,2017A107
2017A,57821.4375,57821.6875,Dahmer,2017A022
2017A,57822.1875,57822.6875,Sand,2017A042
2017A,57822.49306,57822.52083,Spencer,2017A043
2017A,57822.52083,57822.60417,Landt,2017A003
2017A,57822.60417,57822.6875,Engineering,2017A999
2017A,57823.1875,57823.375,McClure,2017A996
2017A,57823.375,57823.54167,Kita,2017A112
2017A,57824.1875,57824.25,Covey,2017A086
2017A,57824.25,57824.64583,Zhang,2017A107
2017A,57824.54167,57824.6875,Zhang,2017A107
2017A,57825.1875,57825.41597,Engineering,2017A999
2017A,57825.41597,57825.58333,Kita,2017A112
2017A,57825.64583,57825.6875,Corlies,2017A051
2017A,57826.1875,57826.25,Covey,2017A086
2017A,57826.25,57826.5,Howell,2017A049
2017A,57826.58333,57826.875,Keane,2017A074
2017A,57827.1875,57827.52083,Zhang,2017A107
2017A,57827.5,57827.53125,Orton,2017A035
2017A,57827.53125,57827.59375,Spencer,2017A043
2017A,57827.59375,57827.6875,Zhang,2017A107
2017A,57828.1875,57828.25,Covey,2017A086
2017A,57828.25,57828.32292,Engineering,2017A999
2017A,57828.32292,57828.48958,Kita,2017A112
2017A,57828.52083,57828.6875,Stallard,2017A047
2017A,57829.1875,57829.39583,Takir,2017A064
2017A,57829.39583,57829.6875,Paganini,2017A075
2017A,57829.48958,57829.59375,Landt,2017A003
2017A,57829.59375,57829.625,Corlies,2017A051
2017A,57829.625,57829.65278,Spencer,2017A043
2017A,57829.65278,57829.6875,Orton,2017A035
2017A,57830.1875,57830.25,Covey,2017A086
2017A,57830.25,57830.375,Engineering,2017A999
2017A,57830.375,57830.54167,Kita,2017A112
2017A,57831.1875,57831.3125,Faherty,2017A995
2017A,57831.3125,57831.35417,Wooden,2017A113
2017A,57831.35417,57831.52083,Reddy,2017A017
2017A,57831.54167,57831.6875,Engineering,2017A999
2017A,57832.1875,57832.45833,Grunblatt,2017A073
2017A,57832.52083,57832.6875,Stallard,2017A047
2017A,57833.1875,57833.4375,Howell,2017A049
2017A,57833.45833,57833.625,Kita,2017A112
2017A,57833.625,57833.6875,Engineering,2017A999
2017A,57833.6875,57833.9375,Roth,2017A058
2017A,57834.1875,57834.4375,Mann,2017A004
2017A,57834.4375,57834.47917,Wooden,2017A113
2017A,57834.47917,57834.57292,Landt,2017A003
2017A,57834.57292,57834.60417,Orton,2017A035
2017A,57834.60417,57834.6875,Spencer,2017A043
2017A,57834.6875,57834.9375,Roth,2017A058
2017A,57835.1875,57835.375,Reddy,2017A017
2017A,57835.375,57835.54167,Kita,2017A112
2017A,57835.4375,57835.6875,Protopapa,2017A076
2017A,57836.1875,57836.27083,Engineering,2017A999
2017A,57836.27083,57836.52083,Vervack,2017A059
2017A,57836.54167,57836.64583,Zhang,2017A107
2017A,57836.64583,57836.6875,Corlies,2017A051
2017A,57837.1875,57837.4375,DeMeo,2017A016
2017A,57837.52083,57837.6875,Stallard,2017A047
2017A,57837.6875,57837.9375,Bonev,2017A088
2017A,57838.1875,57838.27083,Engineering,2017A999
2017A,57838.27083,57838.45833,Johnson,2017A046
2017A,57838.4375,57838.6875,Bjoraker,2017A012
2017A,57839.1875,57839.4375,Burgasser,2017A119
2017A,57839.45833,57839.6875,Orton,2017A034
2017A,57840.1875,57840.3125,Engineering,2017A999
2017A,57840.3125,57840.5625,Orton,2017A034
2017A,57840.4375,57840.6875,Bjoraker,2017A012
2017A,57841.02083,57841.14583,Kaluna,2017A099
2017A,57841.1875,57841.29167,Engineering,2017A999
2017A,57841.29167,57841.54167,Rivkin,2017A055
2017A,57841.5625,57841.6875,Zhang,2017A107
2017A,57842.1875,57842.29167,Engineering,2017A999
2017A,57842.29167,57842.45833,Howell,2017A049
2017A,57842.54167,57842.56944,Orton,2017A035
2017A,57842.56944,57842.59722,Spencer,2017A043
2017A,57842.59722,57842.62847,Corlies,2017A051
2017A,57842.62847,57842.6875,Engineering,2017A999
2017A,57843.16667,57843.58333,DiSanti,2017A085
2017A,57843.45833,57843.52083,Spencer,2017A043
2017A,57843.52083,57843.54861,Orton,2017A035
